,Titulo,Data,Cluster
2180,¿un nuevo fallecido covid 19 provincia ...,2021-01-10,2
2179,"país país , retorno clases europa mientras aumentan casos coronavirus",2021-01-10,0
2178,"joven caleño contagió abuelos covid-19 , enterarse , intentó quitarse vida",2021-01-10,2
2177,fabricantes advirtieron pronta escasez ataúdes aumento muertes covid-19,2021-01-10,2
2176,"“ la ayuda estado estuvo , presente ...",2021-01-10,1
2175,argentina : primeros turistas usa vacunarse covid ...,2021-01-10,1
2174,visitas cárceles país quedan suspendidas evitar contagios covid-19,2021-01-10,2
2173,"toque queda hoy , 10 enero : horarios provincia buenos aires , gba caba",2021-01-10,2
2172,el gobernador santiago estero gerardo zamora coronavirus,2021-01-10,0
2171,comienza distribución suero equino hiperinmune ...,2021-01-10,2
2204,spanish elite unit first receive gmv seeker drone,2021-01-11,2
2203,lung ultrasound integration assessment patients ...,2021-01-11,2
2202,si abro ventana clase niños pueden coger pulmonía covid si cierro : dilema cole,2021-01-11,2
2201,"international travel update , 11 january 2021",2021-01-11,2
2200,robótica automatización covid-19,2021-01-11,2
2199,uk yet hit peak covid-19 infection – chris whitty,2021-01-11,2
2205,france temporarily closes border crossing with spain due ...,2021-01-11,2
2197,fernando simón : `` en tres semanas uci van ...,2021-01-11,2
2196,covid-19 : army help ensure vaccine reach health authority spain worst snowfall decade,2021-01-11,2
2198,heavy snowfall blankets spain,2021-01-11,2
2194,cuáles actividades peligrosas pandemia,2021-01-11,2
2186,el presidente recorrió laboratorios desarrolló ...,2021-01-11,2
2187,coronavirus argentina : terapias intensivas alerta aumento ocupación camas,2021-01-11,0
2188,situación trabajadores salud pandemia ...,2021-01-11,2
2189,los test serológicos argentinos covid-19 superan ...,2021-01-11,2
2195,¿qué ivermectina anmat aprueba ...,2021-01-11,2
2191,continúanos salta distribuyendo insumos prevención ...,2021-01-11,2
2192,"fases covid provincia buenos aires : mapa municipios fas 3 , 4 5",2021-01-11,2
2193,acompañando tren fin mundo reapertura,2021-01-11,2
2190,un grupo gorilas zoológico california contagió covid-19,2021-01-11,2
2216,new pandemic record set spain report 61422 covid-19 ...,2021-01-12,2
2224,covid vaccine rollout rate murcia across spain still ...,2021-01-12,2
2223,recommendations ophthalmologic practice ...,2021-01-12,2
2222,cold snap brings spain lowest temperature 20 year,2021-01-12,2
2221,jet2 extends flight holiday suspension 25th march ...,2021-01-12,2
2220,"breaking : majority spain ’ s costa sol declared ‘ extreme risk ’ covid-19 transmission , including marbella , estepona , mijas manilva",2021-01-12,2
2219,covid-19 | astrazeneca pide autorización agencia ...,2021-01-12,2
2218,los gorilas zoológico san diego contagiados,2021-01-12,2
2217,gorilas enfermos covid-19 zoo san diego : primer caso oficial contagio primate,2021-01-12,2
2225,pupils teacher shiver freezing classroom across ...,2021-01-12,2
2215,"el presidente chile primera dama , cuarentena contacto positivo covid-19",2021-01-12,2
2213,"pcr viajar : provincias piden , dónde hacerse test precio",2021-01-12,2
2212,reuniones familiares principales causa contagios covid-19 : comité epidemiológico bogotá,2021-01-12,2
2211,misiones profundiza implementación ivermectina ...,2021-01-12,2
2210,las nuevas mutaciones covid-19 pueden afectar test resultar falsos negativos,2021-01-12,2
2209,suero hiperinmune covid-19 éxito argentina ; méxico interesa,2021-01-12,2
2208,un enfermo covid muere tras ser autorizado juez ...,2021-01-12,2
2207,dióxido cloro,2021-01-12,2
2206,muere argentina paciente tratado dióxido cloro,2021-01-12,1
2214,"un tribunal peruano dice coronavirus culpa bill gates , george soros familia rockefeller",2021-01-12,0
2238,spain : snow add misery madrid slum area without power,2021-01-13,2
2239,impact 'covid-19 fear ' over-50s examined - uk study,2021-01-13,2
2240,the making matador,2021-01-13,2
2237,spain : judge order incapacitated woman get virus vaccine,2021-01-13,2
2242,spain extend temporary lay-off scheme 800000 worker,2021-01-13,2
2244,barcelona confirms 2021 spanish formula 1 grand prix new agreement signed,2021-01-13,2
2245,spain 's fresh fruit vegetable export 2020 : fewer kg ...,2021-01-13,2
2241,six region spain tighten restriction andalusia ...,2021-01-13,2
2236,first dos moderna vaccine covid-19 arrive ...,2021-01-13,2
2243,terminan ayudas covid-19 salarios bajos ...,2021-01-13,2
2234,irlanda convirtió país coronavirus ...,2021-01-13,0
2227,vuelve bulo `` argentina logrando '',2021-01-13,1
2235,quién médico prescribió dióxido cloro paciente covid-19 decían recetas,2021-01-13,2
2228,"impactante relato médico guardia presentó renuncia : “ tengo tres compañeros muertos , quiero ser cuarto ”",2021-01-13,2
2229,"si relajan medidas covid-19 , año ...",2021-01-13,2
2226,coronavirus : medios mundo celebran efectividad suero equino desarrollado argentina,2021-01-13,0
2231,el ministerio obras públicas avanza centros ...,2021-01-13,2
2232,"rebrote , segunda ola tercera : ¿cómo rotular alza casos coronavirus expande país ?",2021-01-13,0
2233,covid-19 : pabellón argentina sumará campaña vacunación,2021-01-13,2
2230,denunciaron juez obligó sanatorio darle dióxido cloro paciente coronavirus,2021-01-13,0
2257,"in spain , third wave covid-19 force hospital cancel surgery",2021-01-14,2
2265,¿30.000 muertos covid españa dice ...,2021-01-14,2
2264,el alcalde valencia admite fallas marzo covid : `` tendremos esperar '',2021-01-14,2
2263,pharmacies join covid-19 vaccine roll-out england,2021-01-14,2
2262,101-year-old survivor spanish flu pandemic receives covid ...,2021-01-14,2
2261,"ocde : españa , tercer país estudios fármacos ...",2021-01-14,2
2260,covid death toll spain could high 80000 say ...,2021-01-14,2
2259,"leclerc , compañero carlos sainz ferrari , positivo covid-19",2021-01-14,2
2258,galicia judge order first compulsory covid vaccination ...,2021-01-14,2
2256,new covid record spain almost 39000 new case ...,2021-01-14,2
2255,retrasan apertura primer `` parque temático '' nintendo covid,2021-01-14,2
2254,"la preocupación facundo arana médico salvó vida 17 años covid-19 : “ está dormido , peleando ”",2021-01-14,2
2253,calculadora vacunación covid-19 méxico : estima fecha lugar filum,2021-01-14,2
2252,benedicto xvi recibió vacuna coronavirus día después papa francisco,2021-01-14,0
2251,israel : aplicación primera dosis vacuna covid-19 disminuyó contagios 50 % tras 14 días,2021-01-14,2
2250,en fotos : distribución vacuna covid-19 méxico,2021-01-14,2
2249,covid-19 : nuevas guías recursos acompañar ...,2021-01-14,2
2248,italia extenderá medidas restrictivas pandemia coronavirus 5 marzo,2021-01-14,0
2247,solicitan empleados aerolíneas argentinas ...,2021-01-14,2
2246,estudio argentino revela información respuesta ...,2021-01-14,2
2278,españa recibirá solo 56 % dosis previstas vacuna anticovid pfizer próximo envío,2021-01-15,2
2279,pfizer reduce delivery covid vaccine europe ...,2021-01-15,2
2280,gibraltar lockdown continues five die covid-19,2021-01-15,2
2281,global death toll covid-19 top 2m amid vaccine rollout,2021-01-15,2
2285,"frontline workers naval station rota , spain begin ...",2021-01-15,2
2283,"la alcaldesa psoe torrecampo , quinta dirigente vacuna covid corrresponderle",2021-01-15,1
2284,¿cómo afecta frío coronavirus dudas nuevas variantes ?,2021-01-15,0
2277,"no power , water , hope : inside europe ’ s largest shanty town",2021-01-15,2
2282,ex-king 's former lover say spain spy chief threatened life,2021-01-15,2
2276,"spain count 40,197 new infection , all-time high",2021-01-15,2
2269,comenzó vacunación covid-19 hospital,2021-01-15,2
2274,"a gritos , mujer exige atiendan paciente covid 75 años : drama uci cali",2021-01-15,2
2273,test covid-19 coche argentina,2021-01-15,2
2272,`` lengua covid '' : nuevo síntoma infección coronavirus europa,2021-01-15,0
2271,"se suspende show visto carlos paz protagonista , oficial gordillo , covid : “ nunca pensé iba tocar ”",2021-01-15,2
2270,japón atraviesa peor ola coronavirus año detectar primer caso,2021-01-15,0
2268,el mundo superó do millones muertos covid-19,2021-01-15,2
2267,rodríguez larreta reapareció público luego recibir alta coronavirus : “ estamos rebrote ciudad ”,2021-01-15,0
2266,ya aplicaron 200.759 dosis vacuna covid ...,2021-01-15,2
2275,depresión covid : inédita cómo coronavirus afectará largo plazo,2021-01-15,0
2297,el pp acusa sánchez “ escondido ” tercera ola coronavirus,2021-01-16,0
2296,hosteleros italianos rebelan restricciones ...,2021-01-16,2
2295,"a 89 años , murió bailarín tango juan carlos copes luego haber contraído coronavirus me diciembre",2021-01-16,0
2294,la desinformación muertes vinculadas dióxido cloro ...,2021-01-16,1
2293,el instituto malbrán incorporó equipo secuenciación genética covid-19 última generación,2021-01-16,2
2292,débora d ’ amato coronavirus compañeros intrusos deberán ser hisopados,2021-01-16,0
2290,leticia calderón hospitalizada complicaciones covid-19,2021-01-16,2
2289,++ coronavirus hoy ++ primer caso argentina cepa británica,2021-01-16,0
2288,detectan argentina primer caso cepa covid-19 reino unido - suramérica | tvn panamá,2021-01-16,2
2287,coronavirus : detectaron primer caso cepa británica argentina,2021-01-16,0
2286,llegó país segunda dosis vacuna covid-19,2021-01-16,2
2291,la angustia daniel casalnovo tras ser internado coronavirus : “ dudo zafe esto ”,2021-01-16,0
2306,argentina castiga energías renovables impuesto ...,2021-01-17,1
2311,january eu travel restrictions by country : quarantine and ...,2021-01-17,2
2310,"fiestas ilegales , jóvenes botellón y , diversión , ataques policía cataluña país vasco",2021-01-17,2
2309,"thiago silva regala camiseta , rompe protocolos anti-covid mete buen lío",2021-01-17,2
2307,"muere covid phil spector , genial productor discográfico ...",2021-01-17,2
2305,coronavirus venezuela hoy : cuántos casos registraron 17 enero,2021-01-17,0
2308,la onu alerta nacionalismo vacunas ...,2021-01-17,1
2303,coronavirus tyc sports : cómo cambios programación,2021-01-17,0
2302,nicolás kreplak : “ hay sector social privilegiado reticente seguir normativas ”,2021-01-17,2
2301,"vacuna oxford-astrazeneca : detalles etapa final suministro 22,4 millones dosis argentina 150 millones región",2021-01-17,1
2300,"colombia registra 17.379 casos nuevos covid-19 , domingo 17 enero",2021-01-17,2
2299,"coronavirus : `` ya tiempo festejos '' , dicen murgueros porteños suspensión corsos",2021-01-17,0
2298,"falleció covid phil spector , grabó beatles preso asesinato",2021-01-17,2
2304,la exportación vino alcanzó 2020 volumen alto 12 años,2021-01-17,1
2331,el primavera sound demuestra conciertos festivales ...,2021-01-18,2
2330,# showbiz : rocker nash 's return spain soccer career,2021-01-18,2
2329,sars-cov-2 rna blood serum could predict covid-19 mortality,2021-01-18,2
2328,el clima mundo tras varios me pandemia,2021-01-18,2
2327,evolution antibody immunity sars-cov-2,2021-01-18,2
2326,likelihood severe long covid 'may established soon ...,2021-01-18,2
2325,así agudizado borrasca filomena 'boina ' contaminación madrid,2021-01-18,2
2324,baviera exige uso mascarillas ffp2 transporte ...,2021-01-18,2
2323,ayuso pedirá gobierno suspender vuelos brasil sudáfrica nuevas variantes covid,2021-01-18,2
2322,‘ brace yourselves ’ : gibraltar ’ s fabian picardo declares covid-19 ‘ worst loss life 100 year ’ warns ‘ we lose more ’ 128 care home resident infected,2021-01-18,2
2320,"llamadas emergencia 911 covid-19 rompieron récord segundo día consecutivo cdmx , 700",2021-01-18,2
2319,"coronavirus argentina : casos bermejo , chaco 18 enero",2021-01-18,0
2318,oms calcula pronto muertes semanales covid superarán 100.000,2021-01-18,2
2317,varios casos covid-19 tyc sports : diego díaz ...,2021-01-18,2
2316,cuarentena argentina : multas sanciones si respeto,2021-01-18,1
2315,"después asistir funeral tío lejano , 16 integrantes misma familia murieron covid-19",2021-01-18,2
2314,minsalud reporta 14.719 casos nuevos covid-19 18 enero,2021-01-18,2
2313,lo saber muertes reacciones alérgicas vinculadas vacunas covid-19,2021-01-18,2
2312,rayados monterrey adelantará pruebas detección covid-19 brote primer equipo,2021-01-18,2
2321,++coronavirus hoy++ américa latina supera 550.000 muertos,2021-01-18,0
2344,el consejero salud murcia alto cargo vacunan covid saltándose calendario,2021-01-19,2
2345,spain 's rising case give pandemic hospital second chance,2021-01-19,2
2346,vaccines arrive tomorrow two elderly fall prey covid-19 gibraltar,2021-01-19,2
2351,fines await uk-bound airline passenger without negative test result gibraltar,2021-01-19,2
2348,raul gonzalez test positive covid-19,2021-01-19,2
2349,150 migrant storm border spain 's melilla enclave,2021-01-19,2
2350,who opposes covid-19 'vaccine passports ' idea ...,2021-01-19,2
2347,spanish medic take folding vaccination centre rural area,2021-01-19,2
2342,"spain report 84,287 new coronavirus case monday , highest weekend figure far",2021-01-19,0
2343,spain ’ s valencia region close bar restaurant covid-19 expands ‘ at extraordinary rate ’,2021-01-19,2
2340,"coronavirus argentina : casos salavina , santiago estero 19 enero",2021-01-19,0
2332,formosa : denunciaron violencia estatal miembros comunidades wichis intentaban cobrar subsidios provinciales,2021-01-19,2
2333,verano seguro : prefectura naval detuvo ...,2021-01-19,2
2334,rusia anunció vacuna epivaccorona 100 % eficacia covid-19,2021-01-19,2
2335,los relojes inteligentes podrían contribuir detectar coronavirus aparición síntomas,2021-01-19,0
2341,colombia expel foreigner caught partying covid-19 spread,2021-01-19,2
2337,"colombia vuelve acercarse pico muertes covid-19 19 enero , reportaron 15.939 casos nuevos",2021-01-19,2
2338,"murió covid-19 martín pérez padrón , director técnico santos femenil",2021-01-19,2
2339,procedió amparo grupo salinas medidas covid-19 cdmx ; gobierno sheinbaum apeló dictamen,2021-01-19,2
2336,"sismo magnitud 6,4 estremece diversas zona argentina",2021-01-19,1
2362,spain headed toward facto lockdown amid surge coronavirus case,2021-01-20,0
2370,covid-19 : what need know coronavirus ...,2021-01-20,2
